"LANGUAGE","繁體中文","Language name (in native language)."
"MOD_DESCRIPTION","解鎖所有81格的遊戲區域","Mod description displayed in content manager."
"UNLOCK","解鎖區域"
"IGNORE_UNLOCK","忽略區域解鎖進度","Option in options panel - activates option to ignore city milestone progress restrictions on the number of game area tiles."
"IGNORE_UNLOCK_TIP","啟用後，將忽略城市里程碑的進度限制，而能隨時購買新區域","Tooltip in options panel."
"CROSS_THE_LINE","允許在未解鎖的區域建設","Option in options panel - permits building outside of owned area tiles."
"CROSS_THE_LINE_TIP","啟用後，可在未解鎖的區域上建設","Tooltip in options panel."
"UNLOCK_25","解鎖中央25格區域","Button in options panel - unlocks 25-tile area"
"UNLOCK_ALL","解鎖全部81格區域","Button in options panel - unlocks all game areas"
"NET_OPTIONS","傳輸網路","Option header in options panel."
"NO_POWERLINES","啟用電力無需電線即可傳輸","Option in options panel - activates 'no powerlines' functionality."
"NO_POWERLINES_TIP","啟用後，建築無需和電線相連也能獲得電力（仍需要生產電力）","Tooltip in options panel."
"ELECTRIC_ROADS","啟用道路通電","Option in options panel - activates 'electric roads' functionality."
"ELECTRIC_ROADS_TIP","啟用後，道路將同電線一樣傳輸電力","Tooltip in options panel."
"NO_PIPES","啟用後，水源、污水、供暖無需水管即可傳輸","Option in options panel - activates 'no no pipes' functionality."
"NO_PIPES_TIP","啟用後，建築無需和水管或供暖相連即可使用對應服務（仍需提供水源、污水處理或供暖設施）","Tooltip in options panel."
"EXCEPT_ORIGINAL","忽略原始的水上建築","Option in options panel - enables/disables water buildings placed by the map creator."
"EXCEPT_ORIGINAL_TIP","啟用後，「無需水管」功能將會忽略原始地圖中（在地圖編輯器中放置）的水上建築。

當地圖包含僅用於裝飾目的的水上建築時（例如 Bringer of Fire 的 Yangtze 和 Revelstoke 地圖），應啟用此選項，以防止其造成海嘯和(或)水污染。","Tooltip in options panel."
"RESCUE_OPTIONS","緊急恢復選項（謹慎使用）","Option header in options panel."
"IGNORE_EXPANDED","下次載入存檔時，忽略擴展「81 Tiles」資料"
"IGNORE_EXPANDED_TIP","如載入使用舊版「81 Tiles」的存檔出現問題（尤其是區域／地區消失），請使用這個緊急備用選項。此選項將在下次載入時自動關閉。
警告：這個選項會導致25格以外的區域出現損壞。","Tooltip in options panel."
"LOAD_DISABLED","為保護存檔免受損壞，「載入遊戲」按鈕已被「81 Tiles 2」禁用。在載入任何存檔或開始一個新城市前，請退出後重新開始遊戲","Tooltip on 'load game' button when in-game."
"MAIN_MENU_DISABLED","為保護存檔免受損壞，「返回主選單」按鈕已被「81 Tiles 2」禁用。在載入任何存檔或開始一個新城市前，請退出後重新開始遊戲","Tooltip on 'exit to main menu' button when in-game."
"EDITOR_DISABLED","「81 Tiles 2」已禁用編輯器。若要使用編輯器，須禁用後重啟遊戲。","Tooltip on disabled editor button in main menu."
